Author,Text,Connective,Section,Total,AccWorkspace
Josephus,Josephus Greek,τε,Antiq.,3074,Buth Jos
Josephus,Josephus Greek,τε,War,1343,Buth Jos
Josephus,Josephus Greek,τε,Life,94,Buth Jos
Josephus,Josephus Greek,τε,Apion,94,Buth Jos
Josephus,Josephus Greek,μέν,Antiq.,3160,Buth Jos
Josephus,Josephus Greek,μέν,War,1952,Buth Jos
Josephus,Josephus Greek,μέν,Life,136,Buth Jos
Josephus,Josephus Greek,μέν,Apion,247,Buth Jos
Josephus,Josephus Greek,οὖν,Antiq.,683,Buth Jos
Josephus,Josephus Greek,οὖν,War,263,Buth Jos
Josephus,Josephus Greek,οὖν,Life,70,Buth Jos
Josephus,Josephus Greek,οὖν,Apion,64,Buth Jos
Josephus,Josephus Greek,ὥστε,Antiq.,238,Buth Jos
Josephus,Josephus Greek,ὥστε,War,82,Buth Jos
Josephus,Josephus Greek,ὥστε,Life,4,Buth Jos
Josephus,Josephus Greek,ὥστε,Apion,10,Buth Jos
Josephus,Josephus Greek,γέ,Antiq.,235,Buth Jos
Josephus,Josephus Greek,γέ,War,237,Buth Jos
Josephus,Josephus Greek,γέ,Life,3,Buth Jos
Josephus,Josephus Greek,γέ,Apion,30,Buth Jos
Josephus,Josephus Greek,γάρ,Antiq.,2240,Buth Jos
Josephus,Josephus Greek,γάρ,War,1066,Buth Jos
Josephus,Josephus Greek,γάρ,Life,151,Buth Jos
Josephus,Josephus Greek,γάρ,Apion,221,Buth Jos
Josephus,Josephus Greek,ἀλλά,Antiq.,1061,Buth Jos
Josephus,Josephus Greek,ἀλλά,War,408,Buth Jos
Josephus,Josephus Greek,ἀλλά,Life,40,Buth Jos
Josephus,Josephus Greek,ἀλλά,Apion,140,Buth Jos
Josephus,Josephus Greek,μᾶλλον,Antiq.,243,Buth Jos
Josephus,Josephus Greek,μᾶλλον,War,72,Buth Jos
Josephus,Josephus Greek,μᾶλλον,Life,8,Buth Jos
Josephus,Josephus Greek,μᾶλλον,Apion,11,Buth Jos
Josephus,Josephus Greek,πλὴν,Antiq.,33,Buth Jos
Josephus,Josephus Greek,πλὴν,War,34,Buth Jos
Josephus,Josephus Greek,πλὴν,Life,3,Buth Jos
Josephus,Josephus Greek,πλὴν,Apion,5,Buth Jos
Josephus,Josephus Greek,καί,Antiq.,18128,Buth Jos
Josephus,Josephus Greek,καί,War,6593,Buth Jos
Josephus,Josephus Greek,καί,Life,689,Buth Jos
Josephus,Josephus Greek,καί,Apion,1090,Buth Jos
Josephus,Josephus Greek,δέ,Antiq.,9888,Buth Jos
Josephus,Josephus Greek,δέ,War,4788,Buth Jos
Josephus,Josephus Greek,δέ,Life,547,Buth Jos
Josephus,Josephus Greek,δέ,Apion,591,Buth Jos
Various,LXX Rahlfs Tagged,τε,Genesis,16,Buth LXX
Various,LXX Rahlfs Tagged,τε,Exodus,21,Buth LXX
Various,LXX Rahlfs Tagged,τε,Leviticus,10,Buth LXX
Various,LXX Rahlfs Tagged,τε,Numbers,3,Buth LXX
Various,LXX Rahlfs Tagged,τε,Deuteronomy,6,Buth LXX
Various,LXX Rahlfs Tagged,τε,Joshua,1,Buth LXX
Various,LXX Rahlfs Tagged,τε,Judges,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Ruth,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,1Samuel,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,2Samuel,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,1Kings,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,2Kings,1,Buth LXX
Various,LXX Rahlfs Tagged,τε,1Chronicles,1,Buth LXX
Various,LXX Rahlfs Tagged,τε,2Chronicles,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,1Esdras,18,Buth LXX
Various,LXX Rahlfs Tagged,τε,Ezra,4,Buth LXX
Various,LXX Rahlfs Tagged,τε,Nehemiah,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Esther,16,Buth LXX
Various,LXX Rahlfs Tagged,τε,Judith,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Tobit,1,Buth LXX
Various,LXX Rahlfs Tagged,τε,1Maccabees,4,Buth LXX
Various,LXX Rahlfs Tagged,τε,2Maccabees,25,Buth LXX
Various,LXX Rahlfs Tagged,τε,3Maccabees,32,Buth LXX
Various,LXX Rahlfs Tagged,τε,4Maccabees,27,Buth LXX
Various,LXX Rahlfs Tagged,τε,Psalms,2,Buth LXX
Various,LXX Rahlfs Tagged,τε,Odes,1,Buth LXX
Various,LXX Rahlfs Tagged,τε,Proverbs,13,Buth LXX
Various,LXX Rahlfs Tagged,τε,Ecclesiastes,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Song,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Job,19,Buth LXX
Various,LXX Rahlfs Tagged,τε,Wisdom,25,Buth LXX
Various,LXX Rahlfs Tagged,τε,Sirach,4,Buth LXX
Various,LXX Rahlfs Tagged,τε,Solomon,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Hosea,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Amos,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Micah,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Joel,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Obadiah,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Jonah,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Nahum,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Habakkuk,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Zephaniah,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Haggai,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Zechariah,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Malachi,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Isaiah,1,Buth LXX
Various,LXX Rahlfs Tagged,τε,Jeremiah,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Baruch,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Lamentations,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Letterjeremiah,14,Buth LXX
Various,LXX Rahlfs Tagged,τε,Ezekiel,1,Buth LXX
Various,LXX Rahlfs Tagged,τε,Daniel,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Susanna,0,Buth LXX
Various,LXX Rahlfs Tagged,τε,Bel,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Genesis,7,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Exodus,5,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Leviticus,4,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Numbers,2,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Deuteronomy,1,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Joshua,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Judges,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Ruth,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,1Samuel,1,Buth LXX
Various,LXX Rahlfs Tagged,μέν,2Samuel,2,Buth LXX
Various,LXX Rahlfs Tagged,μέν,1Kings,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,2Kings,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,1Chronicles,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,2Chronicles,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,1Esdras,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Ezra,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Nehemiah,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Esther,3,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Judith,1,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Tobit,2,Buth LXX
Various,LXX Rahlfs Tagged,μέν,1Maccabees,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,2Maccabees,62,Buth LXX
Various,LXX Rahlfs Tagged,μέν,3Maccabees,20,Buth LXX
Various,LXX Rahlfs Tagged,μέν,4Maccabees,36,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Psalms,1,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Odes,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Proverbs,4,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Ecclesiastes,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Song,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Job,13,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Wisdom,32,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Sirach,4,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Solomon,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Hosea,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Amos,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Micah,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Joel,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Obadiah,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Jonah,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Nahum,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Habakkuk,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Zephaniah,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Haggai,1,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Zechariah,1,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Malachi,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Isaiah,2,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Jeremiah,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Baruch,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Lamentations,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Letterjeremiah,3,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Ezekiel,0,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Daniel,9,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Susanna,1,Buth LXX
Various,LXX Rahlfs Tagged,μέν,Bel,1,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Genesis,42,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Exodus,29,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Leviticus,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Numbers,5,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Deuteronomy,4,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Joshua,6,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Judges,2,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Ruth,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,1Samuel,2,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,2Samuel,1,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,1Kings,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,2Kings,1,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,1Chronicles,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,2Chronicles,1,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,1Esdras,12,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Ezra,2,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Nehemiah,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Esther,11,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Judith,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Tobit,1,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,1Maccabees,21,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,2Maccabees,26,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,3Maccabees,8,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,4Maccabees,17,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Psalms,1,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Odes,1,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Proverbs,4,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Ecclesiastes,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Song,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Job,12,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Wisdom,8,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Sirach,1,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Solomon,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Hosea,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Amos,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Micah,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Joel,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Obadiah,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Jonah,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Nahum,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Habakkuk,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Zephaniah,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Haggai,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Zechariah,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Malachi,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Isaiah,3,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Jeremiah,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Baruch,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Lamentations,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Letterjeremiah,13,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Ezekiel,0,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Daniel,9,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Susanna,2,Buth LXX
Various,LXX Rahlfs Tagged,οὖν,Bel,2,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Genesis,8,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Exodus,25,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Leviticus,18,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Numbers,3,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Deuteronomy,8,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Joshua,8,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Judges,5,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Ruth,1,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,1Samuel,3,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,2Samuel,3,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,1Kings,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,2Kings,3,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,1Chronicles,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,2Chronicles,2,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,1Esdras,4,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Ezra,1,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Nehemiah,5,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Esther,6,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Judith,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Tobit,1,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,1Maccabees,7,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,2Maccabees,14,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,3Maccabees,6,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,4Maccabees,19,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Psalms,2,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Odes,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Proverbs,2,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Ecclesiastes,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Song,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Job,5,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Wisdom,1,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Sirach,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Solomon,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Hosea,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Amos,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Micah,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Joel,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Obadiah,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Jonah,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Nahum,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Habakkuk,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Zephaniah,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Haggai,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Zechariah,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Malachi,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Isaiah,10,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Jeremiah,2,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Baruch,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Lamentations,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Letterjeremiah,2,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Ezekiel,1,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Daniel,3,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Susanna,0,Buth LXX
Various,LXX Rahlfs Tagged,ὥστε,Bel,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Genesis,3,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Exodus,1,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Leviticus,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Numbers,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Deuteronomy,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Joshua,1,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Judges,8,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Ruth,6,Buth LXX
Various,LXX Rahlfs Tagged,γέ,1Samuel,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,2Samuel,28,Buth LXX
Various,LXX Rahlfs Tagged,γέ,1Kings,4,Buth LXX
Various,LXX Rahlfs Tagged,γέ,2Kings,17,Buth LXX
Various,LXX Rahlfs Tagged,γέ,1Chronicles,1,Buth LXX
Various,LXX Rahlfs Tagged,γέ,2Chronicles,3,Buth LXX
Various,LXX Rahlfs Tagged,γέ,1Esdras,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Ezra,1,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Nehemiah,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Esther,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Judith,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Tobit,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,1Maccabees,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,2Maccabees,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,3Maccabees,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,4Maccabees,13,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Psalms,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Odes,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Proverbs,0,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Ecclesiastes,59,Buth LXX
Various,LXX Rahlfs Tagged,γέ,Song,2,Buth LXX
